atc_code,atc_name,ddd,uom,adm_r,note
L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,NA,NA,NA,NA
L01XK01,olaparib,NA,NA,NA,NA
L01XK02,niraparib,NA,NA,NA,NA
L01XK03,rucaparib,NA,NA,NA,NA
L01XK04,talazoparib,NA,NA,NA,NA
L01XK05,veliparib,NA,NA,NA,NA
L01XK06,pamiparib,NA,NA,NA,NA
L01XL,Antineoplastic cell and gene therapy,NA,NA,NA,NA
L01XL01,sitimagene ceradenovec,NA,NA,NA,NA
L01XL02,talimogene laherparepvec,NA,NA,NA,NA
L01XL03,axicabtagene ciloleucel,NA,NA,NA,NA
L01XL04,tisagenlecleucel,NA,NA,NA,NA
L01XL05,ciltacabtagene autoleucel,NA,NA,NA,NA
L01XL06,brexucabtagene autoleucel,NA,NA,NA,NA
L01XL07,idecabtagene vicleucel,NA,NA,NA,NA
L01XX,Other antineoplastic agents,NA,NA,NA,NA
L01XX01,amsacrine,NA,NA,NA,NA
L01XX02,asparaginase,NA,NA,NA,NA
L01XX03,altretamine,NA,NA,NA,NA
L01XX05,hydroxycarbamide,NA,NA,NA,NA
L01XX07,lonidamine,NA,NA,NA,NA
L01XX08,pentostatin,NA,NA,NA,NA
L01XX10,masoprocol,NA,NA,NA,NA
L01XX11,estramustine,NA,NA,NA,NA
L01XX16,mitoguazone,NA,NA,NA,NA
L01XX18,tiazofurine,NA,NA,NA,NA
L01XX23,mitotane,NA,NA,NA,NA
L01XX24,pegaspargase,NA,NA,NA,NA
L01XX27,arsenic trioxide,NA,NA,NA,NA
L01XX29,denileukin diftitox,NA,NA,NA,NA
L01XX33,celecoxib,NA,NA,NA,NA
L01XX35,anagrelide,NA,NA,NA,NA
L01XX36,oblimersen,NA,NA,NA,NA
L01XX40,omacetaxine mepesuccinate,NA,NA,NA,NA
L01XX41,eribulin,NA,NA,NA,NA
L01XX44,aflibercept,NA,NA,NA,NA
L01XX52,venetoclax,NA,NA,NA,NA
L01XX53,vosaroxin,NA,NA,NA,NA
L01XX57,plitidepsin,NA,NA,NA,NA
L01XX58,epacadostat,NA,NA,NA,NA
L01XX59,enasidenib,NA,NA,NA,NA
L01XX62,ivosidenib,NA,NA,NA,NA
L01XX66,selinexor,NA,NA,NA,NA
L01XX67,tagraxofusp,NA,NA,NA,NA
L01XX69,lurbinectedin,NA,NA,NA,NA
L01XX72,tazemetostat,NA,NA,NA,NA
L01XX73,sotorasib,NA,NA,NA,NA
L01XX74,belzutifan,NA,NA,NA,NA
L01XX75,tebentafusp,NA,NA,NA,NA
L01XX77,adagrasib,NA,NA,NA,NA
L01XY,Combinations of antineoplastic agents,NA,NA,NA,NA
L01XY01,cytarabine and daunorubicin,NA,NA,NA,NA
L01XY02,pertuzumab and trastuzumab,NA,NA,NA,NA
L01XY03,nivolumab and relatlimab,NA,NA,NA,NA
L02,ENDOCRINE THERAPY,NA,NA,NA,NA
L02A,HORMONES AND RELATED AGENTS,NA,NA,NA,NA
L02AA,Estrogens,NA,NA,NA,NA
L02AA01,diethylstilbestrol,3,mg,O,NA
L02AA02,polyestradiol phosphate,6,mg,P,NA
L02AA03,ethinylestradiol,1.5,mg,O,NA
L02AA04,fosfestrol,0.25,g,O,NA
L02AA04,fosfestrol,0.25,g,P,NA
L02AB,Progestogens,NA,NA,NA,NA
L02AB01,megestrol,0.16,g,O,NA
L02AB02,medroxyprogesterone,1,g,O,NA
L02AB02,medroxyprogesterone,1,g,P,NA
L02AB03,gestonorone,40,mg,P,NA
L02AE,Gonadotropin releasing hormone analogues,NA,NA,NA,NA
L02AE01,buserelin,0.11,mg,implant,NA
L02AE01,buserelin,1.2,mg,N,NA
L02AE01,buserelin,1.5,mg,P,NA
L02AE02,leuprorelin,60,mcg,implant,NA
L02AE02,leuprorelin,1,mg,P,NA
L02AE02,leuprorelin,0.134,mg,P,depot inj
L02AE03,goserelin,0.129,mg,implant,NA
L02AE04,triptorelin,0.134,mg,P,depot inj
L02AE04,triptorelin,0.1,mg,P,NA
L02AE05,histrelin,0.137,mg,implant,NA
L02AE51,leuprorelin and bicalutamide,NA,NA,NA,NA
L02AX,Other hormones,NA,NA,NA,NA
L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,NA,NA,NA,NA
L02BA,Anti-estrogens,NA,NA,NA,NA
L02BA01,tamoxifen,20,mg,O,NA
L02BA02,toremifene,60,mg,O,NA
L02BA03,fulvestrant,8.3,mg,P,NA
L02BB,Anti-androgens,NA,NA,NA,NA
L02BB01,flutamide,0.75,g,O,NA
L02BB02,nilutamide,0.3,g,O,NA
L02BB03,bicalutamide,50,mg,O,NA
L02BB04,enzalutamide,0.16,g,O,NA
L02BB05,apalutamide,0.24,g,O,NA
L02BB06,darolutamide,1.2,g,O,NA
L02BG,Aromatase inhibitors,NA,NA,NA,NA
L02BG01,aminoglutethimide,1,g,O,NA
L02BG02,formestane,18,mg,P,NA
L02BG03,anastrozole,1,mg,O,NA
L02BG04,letrozole,2.5,mg,O,NA
L02BG05,vorozole,NA,NA,NA,NA
L02BG06,exemestane,25,mg,O,NA
L02BX,Other hormone antagonists and related agents,NA,NA,NA,NA
L02BX01,abarelix,3.6,mg,P,NA
L02BX02,degarelix,2.7,mg,P,NA
L02BX03,abiraterone,1,g,O,NA
L02BX04,relugolix,NA,NA,NA,NA
L03,IMMUNOSTIMULANTS,NA,NA,NA,NA
L03A,IMMUNOSTIMULANTS,NA,NA,NA,NA
L03AA,Colony stimulating factors,NA,NA,NA,NA
L03AA02,filgrastim,0.35,mg,P,NA
L03AA03,molgramostim,0.35,mg,P,NA
L03AA09,sargramostim,0.45,mg,P,NA
L03AA10,lenograstim,0.35,mg,P,NA
L03AA12,ancestim,1.4,mg,P,NA
L03AA13,pegfilgrastim,0.3,mg,P,NA
L03AA14,lipegfilgrastim,0.3,mg,P,NA
L03AA15,balugrastim,NA,NA,NA,NA
L03AA16,empegfilgrastim,NA,NA,NA,NA
L03AA17,pegteograstim,0.3,mg,P,NA
L03AA18,efbemalenograstim alfa,NA,NA,NA,NA
L03AB,Interferons,NA,NA,NA,NA
L03AB01,interferon alfa natural,2,MU,P,NA
L03AB02,interferon beta natural,33.33,TU,P,NA
L03AB03,interferon gamma,40,mcg,P,NA
L03AB04,interferon alfa-2a,2,MU,P,NA
L03AB05,interferon alfa-2b,2,MU,P,NA
L03AB06,interferon alfa-n1,5,MU,P,NA
L03AB07,interferon beta-1a,4.3,mcg,P,NA
L03AB08,interferon beta-1b,4,MU,P,NA
L03AB09,interferon alfacon-1,4,mcg,P,NA
L03AB10,peginterferon alfa-2b,7.5,mcg,P,NA
L03AB11,peginterferon alfa-2a,26,mcg,P,NA
L03AB12,albinterferon alfa-2b,NA,NA,NA,NA
L03AB13,peginterferon beta-1a,8.9,mcg,P,NA
L03AB14,cepeginterferon alfa-2b,17,mcg,P,NA
L03AB15,ropeginterferon alfa-2b,NA,NA,NA,NA
L03AB16,peginterferon alfacon-2,NA,NA,NA,NA
L03AB60,"peginterferon alfa-2b, combinations",NA,NA,NA,NA
L03AB61,"peginterferon alfa-2a, combinations",NA,NA,NA,NA
L03AC,Interleukins,NA,NA,NA,NA
L03AC01,aldesleukin,0.2,mg,P,NA
L03AC02,oprelvekin,3.5,mg,P,NA
L03AX,Other immunostimulants,NA,NA,NA,NA
L03AX01,lentinan,0.3,mg,O,NA
L03AX01,lentinan,0.3,mg,P,NA
L03AX02,roquinimex,NA,NA,NA,NA
L03AX03,BCG vaccine,1.8,mg,intravesical,NA
L03AX04,pegademase,NA,NA,NA,NA
L03AX05,pidotimod,1.6,g,O,NA
L03AX07,poly I:C,NA,NA,NA,NA
L03AX08,poly ICLC,NA,NA,NA,NA
L03AX09,thymopentin,NA,NA,NA,NA
L03AX10,immunocyanin,3,mg,intravesical,NA
L03AX11,tasonermin,3.5,mg,P,NA
L03AX12,melanoma vaccine,NA,NA,NA,NA
L03AX13,glatiramer acetate,20,mg,P,NA
L03AX14,histamine dihydrochloride,0.5,mg,P,NA
L03AX15,mifamurtide,0.7,mg,P,NA
L03AX16,plerixafor,16.8,mg,P,NA
L03AX17,sipuleucel-T,NA,NA,NA,NA
L03AX18,cridanimod,NA,NA,NA,NA
L03AX19,dasiprotimut-T,NA,NA,NA,NA
L03AX21,elapegademase,NA,NA,NA,NA
L04,IMMUNOSUPPRESSANTS,NA,NA,NA,NA
L04A,IMMUNOSUPPRESSANTS,NA,NA,NA,NA
L04AA,Selective immunosuppressants,NA,NA,NA,NA
L04AA02,muromonab-CD3,5,mg,P,NA
L04AA03,antilymphocyte immunoglobulin (horse),NA,NA,NA,NA
L04AA04,antithymocyte immunoglobulin (rabbit),0.1,g,P,NA
L04AA06,mycophenolic acid,2,g,O,as mycophenolate mofetil
L04AA06,mycophenolic acid,2,g,P,as mycophenolate mofetil
L04AA10,sirolimus,3,mg,O,NA
L04AA13,leflunomide,20,mg,O,NA
L04AA15,alefacept,NA,NA,NA,NA
L04AA18,everolimus,1.5,mg,O,NA
L04AA19,gusperimus,NA,NA,NA,NA
L04AA21,efalizumab,10,mg,P,NA
L04AA22,abetimus,NA,NA,NA,NA
L04AA23,natalizumab,10,mg,P,NA
L04AA24,abatacept,27,mg,P,NA
L04AA25,eculizumab,64,mg,P,NA
L04AA26,belimumab,25,mg,P,NA
L04AA27,fingolimod,0.5,mg,O,NA
L04AA28,belatacept,12.5,mg,P,NA
L04AA29,tofacitinib,10,mg,O,NA
L04AA31,teriflunomide,14,mg,O,NA
L04AA32,apremilast,60,mg,O,NA
L04AA33,vedolizumab,5.4,mg,P,NA
L04AA34,alemtuzumab,0.13,mg,P,NA
L04AA35,begelomab,NA,NA,NA,NA
L04AA36,ocrelizumab,3.29,mg,P,NA
L04AA37,baricitinib,3,mg,O,NA
L04AA38,ozanimod,0.92,mg,O,NA
L04AA39,emapalumab,NA,NA,NA,NA
L04AA40,cladribine,0.34,mg,O,NA
L04AA41,imlifidase,17.5,mg,P,course dose
L04AA42,siponimod,NA,NA,NA,NA
L04AA43,ravulizumab,58.9,mg,P,NA
L04AA44,upadacitinib,15,mg,O,NA
L04AA45,filgotinib,0.2,g,O,NA
L04AA46,itacitinib,NA,NA,NA,NA
L04AA47,inebilizumab,NA,NA,NA,NA
L04AA48,belumosudil,NA,NA,NA,NA
L04AA49,peficitinib,NA,NA,NA,NA
L04AA50,ponesimod,20,mg,O,NA
L04AA51,anifrolumab,NA,NA,NA,NA
L04AA52,ofatumumab,0.67,mg,P,NA
L04AA53,teprotumumab,NA,NA,NA,NA
L04AA54,pegcetacoplan,NA,NA,NA,NA
L04AA55,sutimlimab,NA,NA,NA,NA
L04AA56,deucravacitinib,NA,NA,NA,NA
L04AA57,ublituximab,NA,NA,NA,NA
L04AA58,efgartigimod alfa,NA,NA,NA,NA
L04AA59,avacopan,60,mg,O,NA
L04AB,Tumor necrosis factor alpha (TNF-α) inhibitors,NA,NA,NA,NA
L04AB01,etanercept,7,mg,P,NA
L04AB02,infliximab,3.75,mg,P,NA
L04AB03,afelimomab,NA,NA,NA,NA
L04AB04,adalimumab,2.9,mg,P,NA
L04AB05,certolizumab pegol,14,mg,P,NA
L04AB06,golimumab,1.66,mg,P,NA
L04AB07,opinercept,7,mg,P,NA
L04AC,Interleukin inhibitors,NA,NA,NA,NA
L04AC01,daclizumab,5,mg,P,NA
L04AC02,basiliximab,40,mg,P,course dose
L04AC03,anakinra,0.1,g,P,NA
L04AC04,rilonacept,23,mg,P,NA
L04AC05,ustekinumab,0.54,mg,P,NA
L04AC07,tocilizumab,20,mg,P,NA
L04AC08,canakinumab,2.7,mg,P,NA
L04AC09,briakinumab,NA,NA,NA,NA
L04AC10,secukinumab,10,mg,P,NA
L04AC11,siltuximab,37,mg,P,NA
L04AC12,brodalumab,15,mg,P,NA
L04AC13,ixekizumab,2.9,mg,P,NA
L04AC14,sarilumab,14.3,mg,P,NA
L04AC15,sirukumab,NA,NA,NA,NA
L04AC16,guselkumab,1.79,mg,P,NA
L04AC17,tildrakizumab,1.11,mg,P,NA
L04AC18,risankizumab,1.67,mg,P,NA
L04AC19,satralizumab,NA,NA,NA,NA
L04AC20,netakimab,NA,NA,NA,NA
L04AC21,bimekizumab,5.7,mg,P,NA
L04AC22,spesolimab,NA,NA,NA,NA
L04AC23,olokizumab,NA,NA,NA,NA
L04AD,Calcineurin inhibitors,NA,NA,NA,NA
L04AD01,ciclosporin,0.25,g,O,NA
L04AD01,ciclosporin,0.25,g,P,NA
L04AD02,tacrolimus,5,mg,O,NA
L04AD02,tacrolimus,5,mg,P,NA
L04AD03,voclosporin,NA,NA,NA,NA
L04AX,Other immunosuppressants,NA,NA,NA,NA
L04AX01,azathioprine,0.15,g,O,NA
L04AX01,azathioprine,0.15,g,P,NA
L04AX02,thalidomide,0.1,g,O,NA
L04AX03,methotrexate,2.5,mg,O,NA
L04AX03,methotrexate,2.5,mg,P,NA
L04AX04,lenalidomide,10,mg,O,NA
L04AX05,pirfenidone,2.4,g,O,NA
L04AX06,pomalidomide,3,mg,O,NA
L04AX07,dimethyl fumarate,0.48,g,O,NA
L04AX08,darvadstrocel,NA,NA,NA,NA
L04AX09,diroximel fumarate,0.924,g,O,NA
M,MUSCULO-SKELETAL SYSTEM,NA,NA,NA,NA
M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,NA,NA,NA,NA
M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",NA,NA,NA,NA
M01AA,Butylpyrazolidines,NA,NA,NA,NA
M01AA01,phenylbutazone,0.3,g,O,NA
M01AA01,phenylbutazone,0.3,g,P,NA
M01AA01,phenylbutazone,0.3,g,R,NA
M01AA02,mofebutazone,0.75,g,O,NA
M01AA02,mofebutazone,0.75,g,P,NA
M01AA03,oxyphenbutazone,0.3,g,O,NA
M01AA03,oxyphenbutazone,0.3,g,R,NA
M01AA05,clofezone,0.6,g,O,NA
M01AA05,clofezone,0.6,g,R,NA
M01AA06,kebuzone,NA,NA,NA,NA
M01AB,Acetic acid derivatives and related substances,NA,NA,NA,NA
M01AB01,indometacin,0.1,g,O,NA
M01AB01,indometacin,0.1,g,P,NA
M01AB01,indometacin,0.1,g,R,NA
M01AB02,sulindac,0.4,g,O,NA
M01AB02,sulindac,0.4,g,P,NA
M01AB02,sulindac,0.4,g,R,NA
M01AB03,tolmetin,0.7,g,O,NA
M01AB03,tolmetin,0.7,g,R,NA
M01AB04,zomepirac,0.3,g,O,NA
M01AB05,diclofenac,0.1,g,O,NA
M01AB05,diclofenac,0.1,g,P,NA
M01AB05,diclofenac,0.1,g,R,NA
M01AB06,alclofenac,1.25,g,O,NA
M01AB06,alclofenac,1.25,g,R,NA
M01AB07,bumadizone,0.4,g,O,NA
M01AB08,etodolac,0.4,g,O,NA
M01AB09,lonazolac,0.6,g,O,NA
M01AB10,fentiazac,NA,NA,NA,NA
M01AB11,acemetacin,0.12,g,O,NA
M01AB12,difenpiramide,NA,NA,NA,NA
M01AB13,oxametacin,NA,NA,NA,NA
M01AB14,proglumetacin,NA,NA,NA,NA
M01AB15,ketorolac,30,mg,O,NA
M01AB15,ketorolac,30,mg,P,NA
M01AB16,aceclofenac,0.2,g,O,NA
M01AB17,bufexamac,NA,NA,NA,NA
M01AB51,"indometacin, combinations",0.1,g,O,Refers to indometacin
M01AB51,"indometacin, combinations",0.1,g,R,Refers to indometacin
M01AB55,"diclofenac, combinations",0.1,g,O,Refers to diclofenac
M01AC,Oxicams,NA,NA,NA,NA
M01AC01,piroxicam,20,mg,O,NA
M01AC01,piroxicam,20,mg,P,NA
M01AC01,piroxicam,20,mg,R,NA
M01AC02,tenoxicam,20,mg,O,NA
M01AC02,tenoxicam,20,mg,P,NA
M01AC02,tenoxicam,20,mg,R,NA
M01AC04,droxicam,NA,NA,NA,NA
M01AC05,lornoxicam,12,mg,O,NA
M01AC05,lornoxicam,12,mg,P,NA
M01AC05,lornoxicam,12,mg,R,NA
M01AC06,meloxicam,15,mg,O,NA
M01AC06,meloxicam,15,mg,P,NA
M01AC06,meloxicam,15,mg,R,NA
M01AC56,"meloxicam, combinations",NA,NA,NA,NA
M01AE,Propionic acid derivatives,NA,NA,NA,NA
M01AE01,ibuprofen,1.2,g,O,NA
M01AE01,ibuprofen,1.2,g,P,NA
M01AE01,ibuprofen,1.2,g,R,NA
M01AE02,naproxen,0.5,g,O,NA
M01AE02,naproxen,0.5,g,R,NA
M01AE03,ketoprofen,0.15,g,O,NA
M01AE03,ketoprofen,0.15,g,P,NA
M01AE03,ketoprofen,0.15,g,R,NA
M01AE04,fenoprofen,1.2,g,O,NA
M01AE05,fenbufen,0.6,g,O,NA
M01AE06,benoxaprofen,NA,NA,NA,NA
M01AE07,suprofen,0.4,g,O,NA
M01AE08,pirprofen,0.8,g,O,NA
M01AE09,flurbiprofen,0.2,g,O,NA
M01AE09,flurbiprofen,0.2,g,R,NA
M01AE10,indoprofen,NA,NA,NA,NA
M01AE11,tiaprofenic acid,0.6,g,O,NA
M01AE11,tiaprofenic acid,0.6,g,R,NA
M01AE12,oxaprozin,0.9,g,O,NA
M01AE13,ibuproxam,NA,NA,NA,NA
M01AE14,dexibuprofen,0.8,g,O,NA
M01AE15,flunoxaprofen,NA,NA,NA,NA
M01AE16,alminoprofen,NA,NA,NA,NA
M01AE17,dexketoprofen,75,mg,O,NA
M01AE17,dexketoprofen,75,mg,P,NA
M01AE18,naproxcinod,NA,NA,NA,NA
M01AE51,"ibuprofen, combinations",NA,NA,NA,NA
M01AE52,naproxen and esomeprazole,0.5,g,O,Refers to naproxen
M01AE53,"ketoprofen, combinations",NA,NA,NA,NA
M01AE56,naproxen and misoprostol,NA,NA,NA,NA
M01AG,Fenamates,NA,NA,NA,NA
M01AG01,mefenamic acid,1,g,O,NA
M01AG02,tolfenamic acid,0.3,g,O,NA
M01AG02,tolfenamic acid,0.3,g,R,NA
M01AG03,flufenamic acid,0.5,g,O,NA
M01AG04,meclofenamic acid,NA,NA,NA,NA
M01AH,Coxibs,NA,NA,NA,NA
M01AH01,celecoxib,0.2,g,O,NA
M01AH02,rofecoxib,25,mg,O,NA
M01AH03,valdecoxib,10,mg,O,NA
M01AH04,parecoxib,40,mg,P,NA
M01AH05,etoricoxib,60,mg,O,NA
M01AH06,lumiracoxib,0.1,g,O,NA
M01AH07,polmacoxib,NA,NA,NA,NA
M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids",NA,NA,NA,NA
M01AX01,nabumetone,1,g,O,NA
M01AX02,niflumic acid,0.75,g,O,NA
M01AX04,azapropazone,0.75,g,O,NA
M01AX05,glucosamine,1.5,g,O,Refers to glucosamine sulfate
M01AX07,benzydamine,0.15,g,O,NA
M01AX07,benzydamine,0.15,g,R,NA
M01AX12,glucosaminoglycan polysulfate,50,mg,P,NA
M01AX13,proquazone,0.9,g,O,NA
M01AX13,proquazone,0.9,g,R,NA
M01AX14,orgotein,NA,NA,NA,NA
M01AX17,nimesulide,0.2,g,O,NA
M01AX18,feprazone,NA,NA,NA,NA
M01AX21,diacerein,NA,NA,NA,NA
M01AX22,morniflumate,NA,NA,NA,NA
M01AX23,tenidap,NA,NA,NA,NA
M01AX24,oxaceprol,NA,NA,NA,NA
M01AX25,chondroitin sulfate,NA,NA,NA,NA
M01AX26,"avocado and soyabean oil, unsaponifiables",NA,NA,NA,NA
M01AX68,"feprazone, combinations",NA,NA,NA,NA
M01B,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,NA,NA,NA,NA
M01BA,Antiinflammatory/antirheumatic agents in combination with corticosteroids,NA,NA,NA,NA
M01BA01,phenylbutazone and corticosteroids,NA,NA,NA,NA
M01BA02,dipyrocetyl and corticosteroids,NA,NA,NA,NA
M01BA03,acetylsalicylic acid and corticosteroids,NA,NA,NA,NA
M01BX,Other antiinflammatory/antirheumatic agents in combination with other drugs,NA,NA,NA,NA
M01C,SPECIFIC ANTIRHEUMATIC AGENTS,NA,NA,NA,NA
M01CA,Quinolines,NA,NA,NA,NA
M01CA03,oxycinchophen,1.5,g,O,NA
M01CB,Gold preparations,NA,NA,NA,NA
M01CB01,sodium aurothiomalate,2.4,mg,P,NA
M01CB02,sodium aurotiosulfate,14,mg,P,NA
M01CB03,auranofin,6,mg,O,NA
M01CB04,aurothioglucose,2.4,mg,P,NA
M01CB05,aurotioprol,NA,NA,NA,NA
M01CC,Penicillamine and similar agents,NA,NA,NA,NA
M01CC01,penicillamine,0.5,g,O,NA
M01CC02,bucillamine,NA,NA,NA,NA
M01CX,Other specific antirheumatic agents,NA,NA,NA,NA
M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,NA,NA,NA,NA
M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,NA,NA,NA,NA
M02AA,"Antiinflammatory preparations, non-steroids for topical use",NA,NA,NA,NA
M02AA01,phenylbutazone,NA,NA,NA,NA
M02AA02,mofebutazone,NA,NA,NA,NA
M02AA03,clofezone,NA,NA,NA,NA
M02AA04,oxyphenbutazone,NA,NA,NA,NA
M02AA05,benzydamine,NA,NA,NA,NA
M02AA06,etofenamate,NA,NA,NA,NA
M02AA07,piroxicam,NA,NA,NA,NA
M02AA08,felbinac,NA,NA,NA,NA
M02AA09,bufexamac,NA,NA,NA,NA
M02AA10,ketoprofen,NA,NA,NA,NA
M02AA11,bendazac,NA,NA,NA,NA
M02AA12,naproxen,NA,NA,NA,NA
M02AA13,ibuprofen,NA,NA,NA,NA
M02AA14,fentiazac,NA,NA,NA,NA
M02AA15,diclofenac,NA,NA,NA,NA
M02AA16,feprazone,NA,NA,NA,NA
M02AA17,niflumic acid,NA,NA,NA,NA
M02AA18,meclofenamic acid,NA,NA,NA,NA
M02AA19,flurbiprofen,NA,NA,NA,NA
M02AA21,tolmetin,NA,NA,NA,NA
M02AA22,suxibuzone,NA,NA,NA,NA
M02AA23,indometacin,NA,NA,NA,NA
M02AA24,nifenazone,NA,NA,NA,NA
M02AA25,aceclofenac,NA,NA,NA,NA
M02AA26,nimesulide,NA,NA,NA,NA
M02AA27,dexketoprofen,NA,NA,NA,NA
M02AA28,piketoprofen,NA,NA,NA,NA
M02AA29,esflurbiprofen,NA,NA,NA,NA
M02AA31,loxoprofen,NA,NA,NA,NA
M02AB,Capsaicin and similar agents,NA,NA,NA,NA
M02AB01,capsaicin,NA,NA,NA,NA
M02AB02,zucapsaicin,NA,NA,NA,NA
M02AC,Preparations with salicylic acid derivatives,NA,NA,NA,NA
M02AX,Other topical products for joint and muscular pain,NA,NA,NA,NA
M02AX02,tolazoline,NA,NA,NA,NA
M02AX03,dimethyl sulfoxide,NA,NA,NA,NA
M02AX05,idrocilamide,NA,NA,NA,NA
M02AX06,tolperisone,NA,NA,NA,NA
M02AX10,various,NA,NA,NA,NA
M03,MUSCLE RELAXANTS,NA,NA,NA,NA
M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",NA,NA,NA,NA
M03AA,Curare alkaloids,NA,NA,NA,NA
M03AA01,alcuronium,NA,NA,NA,NA
M03AA02,tubocurarine,NA,NA,NA,NA
M03AA04,dimethyltubocurarine,NA,NA,NA,NA
M03AB,Choline derivatives,NA,NA,NA,NA
M03AB01,suxamethonium,NA,NA,NA,NA
M03AC,Other quaternary ammonium compounds,NA,NA,NA,NA
M03AC01,pancuronium,NA,NA,NA,NA
M03AC02,gallamine,NA,NA,NA,NA
M03AC03,vecuronium,NA,NA,NA,NA
M03AC04,atracurium,NA,NA,NA,NA
M03AC05,hexafluronium,NA,NA,NA,NA
M03AC06,pipecuronium bromide,NA,NA,NA,NA
M03AC07,doxacurium chloride,NA,NA,NA,NA
M03AC08,fazadinium bromide,NA,NA,NA,NA
M03AC09,rocuronium bromide,NA,NA,NA,NA
M03AC10,mivacurium chloride,NA,NA,NA,NA
M03AC11,cisatracurium,NA,NA,NA,NA
M03AX,"Other muscle relaxants, peripherally acting agents",NA,NA,NA,NA
M03AX01,botulinum toxin,NA,NA,NA,NA
M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",NA,NA,NA,NA
M03BA,Carbamic acid esters,NA,NA,NA,NA
M03BA01,phenprobamate,1.6,g,O,NA
M03BA02,carisoprodol,1.4,g,O,NA
M03BA03,methocarbamol,3,g,O,NA
M03BA03,methocarbamol,3,g,P,NA
M03BA04,styramate,0.5,g,O,NA
M03BA05,febarbamate,0.3,g,O,NA
M03BA51,"phenprobamate, combinations excl. psycholeptics",NA,NA,NA,NA
M03BA52,"carisoprodol, combinations excl. psycholeptics",NA,NA,NA,NA
M03BA53,"methocarbamol, combinations excl. psycholeptics",NA,NA,NA,NA
M03BA71,"phenprobamate, combinations with psycholeptics",NA,NA,NA,NA
M03BA72,"carisoprodol, combinations with psycholeptics",NA,NA,NA,NA
M03BA73,"methocarbamol, combinations with psycholeptics",NA,NA,NA,NA
M03BB,"Oxazol, thiazine, and triazine derivatives",NA,NA,NA,NA
M03BB02,chlormezanone,0.6,g,O,NA
M03BB03,chlorzoxazone,1.5,g,O,NA
M03BB52,"chlormezanone, combinations excl. psycholeptics",NA,NA,NA,NA
M03BB53,"chlorzoxazone, combinations excl. psycholeptics",NA,NA,NA,NA
M03BB72,"chlormezanone, combinations with psycholeptics",NA,NA,NA,NA
M03BB73,"chlorzoxazone, combinations with psycholeptics",NA,NA,NA,NA
M03BC,"Ethers, chemically close to antihistamines",NA,NA,NA,NA
M03BC01,orphenadrine (citrate),0.12,g,O,NA
M03BC01,orphenadrine (citrate),0.12,g,P,NA
M03BC51,"orphenadrine, combinations",NA,NA,NA,NA
M03BX,Other centrally acting agents,NA,NA,NA,NA
M03BX01,baclofen,50,mg,O,NA
M03BX01,baclofen,0.55,mg,P,NA
M03BX02,tizanidine,12,mg,O,NA
M03BX03,pridinol,6,mg,O,NA
M03BX04,tolperisone,0.2,g,O,NA
M03BX05,thiocolchicoside,NA,NA,NA,NA
M03BX06,mephenesin,NA,NA,NA,NA
M03BX07,tetrazepam,NA,NA,NA,NA
M03BX08,cyclobenzaprine,NA,NA,NA,NA
M03BX09,eperisone,0.15,g,O,NA
M03BX30,fenyramidol,2,g,O,NA
M03BX53,"pridinol, combinations",NA,NA,NA,NA
M03BX55,"thiocolchicoside, combinations",NA,NA,NA,NA
M03C,"MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS",NA,NA,NA,NA
M03CA,Dantrolene and derivatives,NA,NA,NA,NA
M03CA01,dantrolene,0.1,g,O,NA
M04,ANTIGOUT PREPARATIONS,NA,NA,NA,NA
M04A,ANTIGOUT PREPARATIONS,NA,NA,NA,NA
M04AA,Preparations inhibiting uric acid production,NA,NA,NA,NA
M04AA01,allopurinol,0.4,g,O,NA
M04AA01,allopurinol,0.4,g,P,NA
M04AA02,tisopurine,NA,NA,NA,NA
M04AA03,febuxostat,80,mg,O,NA
M04AA51,"allopurinol, combinations",NA,NA,NA,NA
M04AB,Preparations increasing uric acid excretion,NA,NA,NA,NA
M04AB01,probenecid,1,g,O,NA
M04AB02,sulfinpyrazone,0.3,g,O,NA
M04AB03,benzbromarone,0.1,g,O,NA
M04AB04,isobromindione,NA,NA,NA,NA
M04AB05,lesinurad,0.2,g,O,NA
M04AC,Preparations with no effect on uric acid metabolism,NA,NA,NA,NA
M04AC01,colchicine,1,mg,O,NA
M04AC01,colchicine,1,mg,P,NA
M04AC02,cinchophen,1,g,O,NA
M04AX,Other antigout preparations,NA,NA,NA,NA
M04AX01,urate oxidase,NA,NA,NA,NA
M04AX02,pegloticase,0.57,mg,P,NA
M05,DRUGS FOR TREATMENT OF BONE DISEASES,NA,NA,NA,NA
M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,NA,NA,NA,NA
