YEAR,LOCATION,SV,MEASUREMENT_METHOD,OBSERVATION
1995,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,28035
1996,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,27867
1997,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,27851
1998,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,27743
1999,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,27783
2000,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,29158
2001,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,29421
2002,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,29263
2003,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,29456
2004,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,29494
2005,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,29531
2006,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,29795
2007,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,30044
2008,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,30386
2009,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,30145
2010,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,30409
2011,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,30035
2012,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,29722
2013,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,29229
2014,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,28953
2015,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,28587
2016,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,28081
2017,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,27529
2018,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,26828
2019,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,26128
2020,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,25415
2010,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,30567
2011,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,30204
2012,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,29915
2013,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,29418
2014,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,29154
2015,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,28788
2016,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,28290
2017,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,27749
2018,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,27048
2019,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,26347
2020,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,25630
2010,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,24
2011,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,29
2012,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,23
2013,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,26
2014,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,28
2015,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,36
2016,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,31
2017,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,34
2018,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,28
2019,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,30
2020,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,29
2000,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,4
2001,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,4
2002,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,5
2003,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,6
2004,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,4
2005,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,5
2006,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,6
2007,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,3
2008,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,8
2009,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,8
2010,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,6
2011,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,8
2012,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,10
2013,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,14
2014,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,11
2015,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,11
2016,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,14
2017,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,12
2018,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,12
2019,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,12
2020,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,11
2000,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,178
2001,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,190
2002,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,191
2003,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,205
2004,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,213
2005,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,224
2006,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,227
2007,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,239
2008,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,245
2009,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,256
2010,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,269
2011,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,285
2012,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,302
2013,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,306
2014,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,328
2015,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,323
2016,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,334
2017,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,324
2018,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,337
2019,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,342
2020,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,329
2010,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,12873
2011,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,12591
2012,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,12383
2013,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,12066
2014,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,11924
2015,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,11646
2016,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,11271
2017,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,10948
2018,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,10669
2019,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,10324
2020,geoId/01047,dcid:Count_Person_NotHispanicOrLatino_WhiteAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,9934
1990,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,20012
1991,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,19869
1992,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,19790
1993,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,19697
1994,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,19516
1995,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,19361
1996,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,19174
1997,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,18924
1998,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,18726
1999,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,18534
2000,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,16362
2001,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,16004
2002,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,15403
2003,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,14992
2004,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,14590
2005,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,14176
2006,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,13785
2007,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,13419
2008,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,13126
2009,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,12845
2010,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,12626
2011,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,12337
2012,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,12122
2013,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,11801
2014,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,11631
2015,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,11367
2016,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,10969
2017,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,10676
2018,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,10368
2019,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,10018
2020,geoId/01047,dcid:Count_Person_WhiteAloneNotHispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,9646
1990,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,215
1991,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,234
1992,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,235
1993,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,261
1994,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,293
1995,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,309
1996,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,337
1997,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,386
1998,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,414
1999,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,450
2000,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,3621
2001,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4320
2002,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,4827
2003,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,5459
2004,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,6093
2005,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,6757
2006,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,7442
2007,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,7995
2008,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,8703
2009,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,9299
2010,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,9676
2011,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,9935
2012,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,9792
2013,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,9838
2014,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,9851
2015,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,9877
2016,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,10066
2017,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,10357
2018,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,10554
2019,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,10736
2020,geoId/01049,dcid:Count_Person_HispanicOrLatino,dcs:dcAggregate/CensusPEPSurvey,10937
2010,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,818
2011,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,766
2012,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,740
2013,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,724
2014,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,718
2015,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,710
2016,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,706
2017,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,688
2018,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,702
2019,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,719
2020,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,718
1990,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,10
1991,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,19
1992,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,13
1993,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,12
1994,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,14
1995,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,14
1996,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,22
1997,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,29
1998,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,24
1999,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,30
2000,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,74
2001,geoId/01049,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,141
