"Table with row headers in columns A, C, and D and column headers in row 6.",,,,,,,,,,,,,,,,,,,,,
"Estimates of the Population of States by Age, Sex, and Race:  1970-1979",,,,,,,,,,,,,,,,,,,,,
"Source:  1970-1979 Population Estimates by Age, Sex, and Race, PE-19",,,,,,,,,,,,,,,,,,,,,
"Internet Release Date:  November 5, 2004",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Year of Estimate,FIPS State Code,State Name,Race/Sex Indicator,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over
1975,22,Louisiana,Other races female,"1,179","1,248","1,216","1,049","1,125","1,069",982,730,604,514,388,318,260,217,165,90,57,51
1975,23,Maine,White male,"41,273","45,344","53,405","53,762","45,812","39,318","32,961","27,011","26,306","27,768","27,425","24,786","21,948","18,825","13,861","9,189","5,573","3,407"
1975,23,Maine,White female,"39,371","43,466","50,837","52,096","46,179","39,905","32,966","27,430","27,275","29,341","29,503","27,031","25,279","23,314","19,298","14,898","10,473","7,936"
1975,23,Maine,Black male,162,173,136,223,474,184,156,137,62,68,40,36,27,30,21,15,3,10
1975,23,Maine,Black female,157,153,174,151,129,114,77,61,49,32,33,23,23,25,22,14,12,9
1975,23,Maine,Other races male,318,315,310,277,317,229,215,183,115,91,58,67,43,49,37,25,8,19
1975,23,Maine,Other races female,297,312,328,279,232,268,230,206,171,121,97,75,55,48,36,38,14,17
1975,24,Maryland,White male,"108,890","131,500","158,499","157,127","142,609","136,700","115,608","95,741","91,109","95,360","97,251","82,396","65,202","46,698","31,287","19,526","11,128","6,240"
1975,24,Maryland,White female,"103,320","125,702","151,814","153,201","141,814","137,261","118,621","96,840","90,801","98,999","104,503","88,229","72,920","59,467","46,936","35,286","24,217","16,500"
1975,24,Maryland,Black male,"37,381","43,011","51,771","47,616","36,668","33,847","28,200","22,399","20,879","19,531","17,386","14,153","11,878","8,705","5,628","3,606","1,649","1,124"
1975,24,Maryland,Black female,"36,662","42,432","50,983","48,559","43,679","39,642","33,481","26,090","23,639","21,080","19,613","16,015","13,328","10,774","7,235","4,893","2,645","2,128"
1975,24,Maryland,Other races male,"2,531","2,479","2,409","2,046","2,032","2,283","2,489","1,991","1,787","1,333",818,572,464,314,205,134,79,67
1975,24,Maryland,Other races female,"2,481","2,404","2,407","1,965","2,160","2,901","2,974","2,345","1,856","1,254",899,558,450,353,224,151,94,51
1975,25,Massachusetts,White male,"180,194","218,885","263,831","267,627","237,977","213,469","173,115","135,443","135,310","146,324","152,047","138,206","116,634","90,693","66,195","44,323","27,926","16,892"
1975,25,Massachusetts,White female,"171,220","209,389","252,393","266,288","254,569","221,968","179,189","142,720","140,457","157,559","168,842","157,399","140,771","125,506","105,467","83,001","59,045","43,666"
1975,25,Massachusetts,Black male,"12,049","10,983","12,513","11,534","9,956","8,774","7,085","5,245","4,843","4,080","4,015","3,057","2,204","1,648","1,133",844,459,330
1975,25,Massachusetts,Black female,"11,665","11,144","12,458","11,913","11,276","10,247","8,452","6,439","5,476","5,020","4,616","3,545","2,971","2,318","1,699","1,227",765,644
1975,25,Massachusetts,Other races male,"2,299","1,845","1,813","2,012","2,551","2,543","2,242","1,487","1,260","1,022",848,675,482,404,295,256,158,99
1975,25,Massachusetts,Other races female,"2,346","1,889","1,815","1,940","2,519","2,637","2,214","1,500","1,227","1,021",873,641,551,484,409,308,199,137
1975,26,Michigan,White male,"305,155","345,668","409,320","414,301","348,875","313,624","258,536","207,351","199,665","218,175","219,370","189,571","155,918","116,454","85,051","55,289","34,701","19,895"
1975,26,Michigan,White female,"290,438","329,334","389,475","406,598","358,253","314,602","260,507","213,273","205,710","226,187","232,618","205,174","172,313","140,547","112,316","85,288","60,245","42,055"
1975,26,Michigan,Black male,"59,288","58,456","60,797","59,366","46,399","41,233","32,371","23,119","24,381","25,906","25,273","20,811","17,343","12,750","8,446","5,284","2,354","1,423"
1975,26,Michigan,Black female,"58,266","58,187","60,483","61,297","55,038","48,143","36,604","28,692","28,542","29,166","27,434","22,510","18,862","14,708","10,090","6,884","3,814","2,753"
1975,26,Michigan,Other races male,"3,832","3,635","3,590","3,386","3,221","3,295","3,071","2,173","1,977","1,509","1,148",859,703,593,441,287,138,92
1975,26,Michigan,Other races female,"3,869","3,813","3,475","3,234","3,435","3,856","3,334","2,510","1,973","1,597","1,208",914,746,576,436,345,191,146
1975,27,Minnesota,White male,"145,022","162,258","199,296","198,960","166,968","154,591","123,281","98,847","93,517","96,060","96,260","86,673","76,370","62,633","48,168","35,039","22,654","14,314"
1975,27,Minnesota,White female,"137,806","154,819","189,296","196,608","174,186","153,039","124,013","100,180","93,852","97,350","99,270","92,991","84,307","74,139","63,878","51,260","37,205","27,804"
1975,27,Minnesota,Black male,"2,618","2,498","2,503","2,466","2,316","2,316","1,640","1,249","1,031",881,798,648,543,401,286,165,106,82
1975,27,Minnesota,Black female,"2,571","2,493","2,481","2,323","2,235","2,058","1,446","1,069",925,877,811,614,515,458,321,221,154,106
1975,27,Minnesota,Other races male,"3,073","3,037","2,962","2,673","2,335","2,214","1,727","1,208","1,059",784,655,525,444,388,258,146,116,81
1975,27,Minnesota,Other races female,"3,307","3,197","2,989","2,675","2,482","2,445","1,895","1,300","1,032",818,732,529,444,391,288,216,146,98
1975,28,Mississippi,White male,"61,022","62,316","71,698","76,918","71,678","59,296","50,351","42,014","40,158","41,524","39,937","35,222","32,305","27,953","18,925","11,716","6,516","3,863"
1975,28,Mississippi,White female,"57,747","58,889","68,004","72,337","67,550","59,014","50,076","43,167","41,206","43,267","42,848","39,585","37,430","34,651","26,675","18,944","12,392","8,428"
1975,28,Mississippi,Black male,"47,363","48,450","55,318","55,168","38,133","22,028","16,600","13,730","13,164","13,028","12,993","13,645","14,245","15,279","10,241","7,046","4,112","2,813"
1975,28,Mississippi,Black female,"46,741","49,148","53,945","54,719","43,055","26,514","20,158","17,866","17,526","18,136","17,920","17,148","17,420","18,448","12,824","9,083","5,227","4,370"
1975,28,Mississippi,Other races male,553,546,560,626,609,374,358,272,252,201,150,134,125,93,66,36,27,42
1975,28,Mississippi,Other races female,556,536,553,548,556,512,428,370,297,269,202,154,128,127,93,52,53,27
1975,29,Missouri,White male,"154,632","165,922","201,731","209,278","178,190","159,775","132,647","109,932","108,315","113,243","116,196","103,065","95,150","82,672","61,006","40,338","24,675","15,288"
1975,29,Missouri,White female,"146,656","158,270","192,169","202,636","181,679","162,344","135,935","114,554","111,273","120,002","125,004","116,511","110,466","103,263","87,062","65,473","46,328","33,951"
1975,29,Missouri,Black male,"23,729","23,921","29,004","28,498","19,443","14,633","12,587","10,370","10,116","10,147","9,689","8,173","7,865","6,969","4,895","3,369","1,817","1,219"
1975,29,Missouri,Black female,"23,242","24,072","28,581","29,361","22,616","18,324","15,500","12,899","13,060","12,560","12,039","10,235","9,912","8,891","6,755","4,671","2,723","2,053"
1975,29,Missouri,Other races male,"1,210","1,129","1,128","1,211","1,325","1,333","1,153",873,688,528,415,326,285,217,175,141,139,86
1975,29,Missouri,Other races female,"1,236","1,185","1,186","1,142","1,391","1,512","1,331","1,015",820,631,522,355,300,293,247,208,157,98
1975,30,Montana,White male,"28,136","29,377","35,684","37,030","32,650","29,116","23,837","19,070","18,079","18,524","18,790","17,741","15,409","12,255","8,504","5,320","3,711","2,929"
1975,30,Montana,White female,"26,701","28,120","34,499","35,841","31,517","27,945","22,719","18,860","17,850","18,362","18,821","17,985","15,993","12,731","9,748","7,443","6,042","4,762"
1975,30,Montana,Black male,122,100,80,177,319,127,88,70,48,27,28,13,15,15,17,9,2,3
1975,30,Montana,Black female,103,78,89,80,89,72,51,28,26,24,19,12,23,11,10,9,4,3
1975,30,Montana,Other races male,"2,280","2,130","2,460","2,304","1,670","1,236","1,049",748,700,619,536,439,376,316,210,141,81,66
1975,30,Montana,Other races female,"2,257","2,079","2,424","2,262","1,734","1,336","1,089",922,830,634,539,452,380,282,213,149,103,71
1975,31,Nebraska,White male,"57,603","59,927","71,752","73,251","67,259","57,165","45,574","37,368","35,894","38,083","38,615","33,506","30,665","26,807","20,388","15,122","9,836","6,399"
1975,31,Nebraska,White female,"55,123","57,569","68,756","71,965","67,823","56,390","45,123","37,455","36,455","38,807","38,967","36,491","34,713","31,920","27,299","22,958","17,092","13,041"
1975,31,Nebraska,Black male,"2,543","2,458","2,949","2,832","2,165","1,672","1,285","1,060",979,972,728,564,541,446,296,224,120,60
1975,31,Nebraska,Black female,"2,448","2,565","2,776","2,755","2,273","1,914","1,420","1,277","1,107",986,871,695,621,497,380,309,134,150
1975,31,Nebraska,Other races male,764,742,833,726,774,581,456,321,275,225,198,172,117,123,78,67,38,39
1975,31,Nebraska,Other races female,744,765,746,702,704,657,536,433,356,302,216,166,156,130,89,99,46,44
1975,32,Nevada,White male,"20,907","22,328","26,552","25,210","25,574","25,574","21,688","18,833","17,337","17,313","17,014","15,285","12,578","8,995","5,550","3,133","1,643",859
1975,32,Nevada,White female,"19,937","21,415","25,299","24,668","24,436","24,166","21,060","17,426","15,854","16,185","16,563","14,563","12,185","8,999","6,038","3,935","2,306","1,542"
1975,32,Nevada,Black male,"2,255","2,282","2,317","2,087","1,995","1,696","1,433","1,081",989,834,593,566,395,341,176,98,24,24
1975,32,Nevada,Black female,"2,205","2,238","2,357","2,063","1,901","1,780","1,372","1,108",950,837,623,463,441,324,177,97,55,36
1975,32,Nevada,Other races male,837,836,"1,003",998,891,777,787,557,543,393,338,330,234,234,132,78,37,37
1975,32,Nevada,Other races female,845,866,980,999,936,967,857,727,586,540,403,279,242,185,102,72,48,38
1975,33,New Hampshire,White male,"31,614","35,208","41,441","40,831","35,928","33,209","28,251","22,465","20,581","21,503","21,342","18,818","16,075","13,472","9,756","6,295","3,673","2,217"
1975,33,New Hampshire,White female,"30,261","33,464","39,114","39,619","35,969","33,235","28,550","22,182","20,881","21,761","22,573","20,444","18,623","17,059","13,708","10,544","7,341","5,553"
1975,33,New Hampshire,Black male,233,163,150,250,333,210,147,124,90,64,56,37,25,22,13,6,5,6
1975,33,New Hampshire,Black female,230,164,144,151,183,124,96,74,66,46,40,27,22,23,14,8,6,4
1975,33,New Hampshire,Other races male,229,135,126,134,178,141,124,122,72,52,42,28,27,25,17,10,5,10
1975,33,New Hampshire,Other races female,218,137,114,113,166,194,177,131,99,82,46,43,27,21,31,24,11,11
1975,34,New Jersey,White male,"208,936","250,359","305,882","296,304","240,661","233,683","201,742","172,859","174,465","194,067","201,952","179,539","149,087","112,264","77,186","50,413","29,630","16,637"
1975,34,New Jersey,White female,"198,411","238,983","291,492","288,109","247,456","239,768","214,976","182,150","181,485","206,629","219,851","197,258","168,815","141,611","110,634","85,625","58,156","38,558"
1975,34,New Jersey,Black male,"42,906","46,518","52,606","47,510","33,083","29,038","26,141","22,330","22,335","20,094","17,677","14,081","10,931","8,505","5,378","3,490","1,596",986
1975,34,New Jersey,Black female,"41,973","46,282","51,602","48,597","40,273","36,473","34,379","28,783","26,464","23,233","20,745","16,363","14,071","11,241","7,706","5,161","2,867","2,018"
1975,34,New Jersey,Other races male,"4,081","3,991","3,421","2,571","2,233","3,044","3,826","3,397","2,838","1,743","1,092",818,608,527,380,237,134,95
1975,34,New Jersey,Other races female,"4,077","3,868","3,139","2,435","2,759","4,055","4,712","3,486","2,559","1,627","1,213",935,792,617,443,290,172,115
1975,35,New Mexico,White male,"45,314","46,959","56,357","57,078","48,969","42,057","33,566","28,219","27,167","26,814","25,550","21,996","18,970","15,681","10,284","6,393","3,713","2,273"
1975,35,New Mexico,White female,"43,275","45,480","54,852","55,592","48,223","42,486","34,423","29,594","27,886","27,829","27,135","23,637","20,547","17,646","12,744","8,843","5,702","3,839"
1975,35,New Mexico,Black male,"1,257","1,189","1,383","1,358","1,470","1,002",691,570,511,446,386,335,254,235,177,93,63,30
1975,35,New Mexico,Black female,"1,217","1,154","1,311","1,308","1,148",857,627,531,523,468,393,326,312,251,176,106,65,43
1975,35,New Mexico,Other races male,"6,165","5,789","6,506","5,533","4,064","3,331","2,620","2,018","1,850","1,472","1,298","1,009",933,800,605,376,205,221
1975,35,New Mexico,Other races female,"6,091","6,000","6,566","5,935","4,762","3,730","3,007","2,611","2,236","1,824","1,453","1,126","1,032",885,580,336,204,211
1975,36,New York,White male,"510,716","594,346","704,761","705,601","612,796","587,273","485,192","397,828","400,732","436,277","450,159","403,023","354,589","283,366","203,454","135,676","82,353","47,534"
1975,36,New York,White female,"485,587","566,765","672,709","695,353","645,497","606,724","512,471","424,059","422,425","473,973","501,203","457,974","416,303","367,994","297,466","228,697","155,691","105,243"
1975,36,New York,Black male,"106,233","114,040","132,632","120,146","88,913","81,366","75,679","65,023","62,198","54,971","49,802","39,144","30,840","22,835","14,716","8,925","4,065","2,405"
1975,36,New York,Black female,"104,875","113,186","131,233","124,763","108,432","104,406","98,049","84,910","76,622","69,055","64,058","52,112","43,634","33,739","22,945","14,761","7,673","5,471"
1975,36,New York,Other races male,"12,236","12,265","12,168","11,259","10,740","12,203","13,383","10,470","9,045","7,248","5,828","4,467","3,722","3,160","2,254","1,483",741,423
1975,36,New York,Other races female,"11,981","11,902","11,440","10,871","11,660","13,922","14,310","10,398","8,606","6,778","5,723","4,425","3,732","2,938","2,138","1,413",806,532
1975,37,North Carolina,White male,"156,837","168,926","192,661","210,177","212,605","173,455","148,281","121,631","116,642","119,537","116,741","99,627","83,476","65,170","43,424","27,258","14,899","8,507"
1975,37,North Carolina,White female,"148,918","159,781","182,916","195,145","194,478","175,414","149,016","125,888","121,041","125,849","125,660","111,720","100,373","86,630","65,192","46,201","29,118","19,430"
1975,37,North Carolina,Black male,"57,460","61,806","72,255","75,885","63,589","41,568","31,359","24,274","24,186","24,138","24,070","22,217","20,219","16,569","10,546","6,643","3,349","2,254"
1975,37,North Carolina,Black female,"56,846","61,381","71,059","75,222","65,699","46,462","35,084","29,169","29,406","30,074","29,801","26,684","24,908","22,479","14,744","10,237","5,786","4,474"
1975,37,North Carolina,Other races male,"4,058","3,781","4,017","4,181","4,238","2,957","2,328","1,817","1,625","1,233","1,033",889,724,591,373,232,139,119
1975,37,North Carolina,Other races female,"3,927","3,762","3,875","3,821","3,933","3,417","2,757","2,199","1,831","1,585","1,297","1,079",930,685,454,285,194,143
1975,38,North Dakota,White male,"24,292","25,322","31,163","33,733","32,257","24,352","18,570","14,560","14,485","15,297","15,507","14,772","13,795","11,748","8,618","6,025","3,752","2,532"
1975,38,North Dakota,White female,"22,910","24,112","29,667","32,346","29,686","21,923","17,142","14,612","14,410","15,245","15,223","14,728","14,068","12,418","10,025","7,684","5,460","4,254"
1975,38,North Dakota,Black male,171,136,104,166,499,206,117,228,78,11,3,3,5,3,4,0,3,5
1975,38,North Dakota,Black female,157,122,92,74,116,104,77,59,31,10,8,2,6,8,5,2,2,1
1975,38,North Dakota,Other races male,"1,329","1,257","1,452","1,223",926,631,523,462,392,271,258,186,166,158,124,64,32,22
1975,38,North Dakota,Other races female,"1,329","1,241","1,445","1,175",948,689,607,464,429,335,267,242,196,157,113,91,47,43
1975,39,Ohio,White male,"372,383","409,597","476,070","483,524","412,705","376,841","307,510","252,318","247,853","269,141","275,051","238,876","196,572","150,173","105,093","70,483","43,969","26,907"
1975,39,Ohio,White female,"354,273","390,012","453,670","475,929","428,967","384,493","315,592","265,904","256,441","283,308","297,153","261,872","223,937","188,603","152,665","117,469","83,665","59,159"
1975,39,Ohio,Black male,"49,028","48,879","57,087","57,262","41,397","33,257","27,226","22,568","24,333","25,593","24,461","19,993","16,895","13,001","8,796","5,917","2,815","1,778"
1975,39,Ohio,Black female,"47,964","48,412","57,223","59,829","49,527","40,524","33,295","28,489","29,489","30,003","27,709","22,357","19,043","15,621","11,162","7,947","4,358","3,194"
1975,39,Ohio,Other races male,"2,449","2,166","2,058","1,866","1,999","2,236","2,068","1,646","1,527","1,092",788,545,418,356,261,182,107,78
1975,39,Ohio,Other races female,"2,544","2,160","2,097","1,884","2,224","2,646","2,436","1,880","1,523","1,208",951,619,576,461,345,293,181,140
